MoleculeId,PredictedProbability
354,0.2899
355,0.6994
356,0.3475
357,0.6508
358,0.3601
359,0.161
360,0.8704
361,0.4416
362,0.6365
363,0.921
364,0.5573
365,0.8376
366,0.9513
367,0.5973
368,0.4209
369,0.0748
370,0.2432
371,0.8004
372,0.3372
373,0.5552
374,0.104
375,0.5824
376,0.9534
377,0.4967
378,0.5214
379,0.8928
380,0.1544
381,0.9076
382,0.8866
383,0.9403
384,0.3671
385,0.9646
386,0.5288
387,0.1664
388,0.105
389,0.0356
390,0.8835
391,0.6808
392,0.4163
393,0.7103
394,0.6387
395,0.9689
396,0.1852
397,0.4807
398,0.1293
399,0.6703
400,0.9157
401,0.8931
402,0.6383
403,0.1103
404,0.9527
405,0.5339
406,0.1737
407,0.9724
408,0.5671
409,0.3716
410,0.3801
411,0.6707
412,0.9181
413,0.8508
414,0.3306
415,0.7625
416,0.8829
417,0.3966
418,0.5945
419,0.4417
420,0.3891
421,0.2328
422,0.6074
423,0.639
424,0.5452
425,0.9102
426,0.1435
427,0.756
428,0.7193
429,0.7069
430,0.32
431,0.679
432,0.6475
433,0.4673
434,0.1992
435,0.4499
436,0.0871
437,0.4451
438,0.5168
439,0.041
440,0.2153
441,0.7006
442,0.8797
443,0.8719
444,0.0936
445,0.8923
446,0.9238
447,0.3672
448,0.0683
449,0.1354
450,0.8673
451,0.5015
452,0.7594
453,0.4301
454,0.7944
455,0.5976
456,0.6839
457,0.3709
458,0.6475
459,0.1372
460,0.5345
461,0.4848
462,0.8793
463,0.711
464,0.8559
465,0.7402
466,0.3909
467,0.3168
468,0.6449
469,0.5259
470,0.3695
471,0.1157
472,0.9879
473,0.2435
474,0.3943
475,0.4838
476,0.3851
477,0.6636
478,0.3422
479,0.3727
480,0.1654
481,0.2647
482,0.3017
483,0.4702
484,0.885
485,0.3338
486,0.9161
487,0.2673
488,0.4452
489,0.5855
490,0.4928
491,0.0527
492,0.7779
493,0.7101
494,0.9244
495,0.3913
496,0.8914
497,0.382
498,0.3068
499,0.3741
500,0.283
501,0.8241
502,0.6749
503,0.5843
504,0.2077
505,0.7869
506,0.6
507,0.3698
508,0.3565
509,0.4824
510,0.2889
511,0.963
512,0.726
513,0.3057
514,0.9111
515,0.8602
516,0.2659
517,0.5878
518,0.041
519,0.3892
520,0.929
521,0.7053
522,0.8589
523,0.859
524,0.5377
525,0.5766
526,0.2599
527,0.8271
528,0.6214
529,0.0952
530,0.2949
531,0.6523
532,0.1417
533,0.6909
534,0.1406
535,0.4673
536,0.0666
537,0.9867
538,0.178
539,0.9528
540,0.352
541,0.2921
542,0.1597
543,0.4753
544,0.5825
545,0.8269
546,0.7726
547,0.8478
548,0.5065
549,0.8987
550,0.8324
551,0.5163
552,0.3067
553,0.282
554,0.3715
555,0.0376
556,0.8522
557,0.403
558,0.5432
559,0.5558
560,0.8905
561,0.9939
562,0.8997
563,0.5173
564,0.4468
565,0.5176
566,0.3567
567,0.3737
568,0.7891
569,0.8177
570,0.3424
571,0.5576
572,0.8823
573,0.1011
574,0.7581
575,0.2961
576,0.7566
577,0.8506
578,0.5472
579,0.7673
580,0.2236
581,0.5617
582,0.9821
583,0.1556
584,0.8409
585,0.6963
586,0.6805
587,0.9014
588,0.3533
589,0.2415
590,0.8772
591,0.6993
592,0.0303
593,0.9695
594,0.9365
595,0.7893
596,0.284
597,0.2175
598,0.9468
599,0.9757
600,0.3358
601,0.3383
602,0.6358
603,0.8588
604,0.4249
605,0.7154
606,0.2257
607,0.8195
608,0.2525
609,0.1676
610,0.429
611,0.5463
612,0.9519
613,0.3147
614,0.7084
615,0.9409
616,0.5063
617,0.4488
618,0.8889
619,0.022
620,0.6207
621,0.426
622,0.8727
623,0.3554
624,0.2195
625,0.164
626,0.9349
627,0.1978
628,0.6403
629,0.3158
630,0.1379
631,0.2152
632,0.339
633,0.9024
634,0.6327
635,0.8537
636,0.853
637,0.9908
638,0.1703
639,0.587
640,0.5184
641,0.3705
642,0.2903
643,0.186
644,0.1059
645,0.2248
646,0.4615
647,0.0603
648,0.8446
649,0.6846
650,0.655
651,0.8723
652,0.1691
653,0.3166
654,0.1953
655,0.3305
656,0.9207
657,0.6393
658,0.5818
659,0.6871
660,0.2354
661,0.2591
662,0.6179
663,0.3311
664,0.7775
665,0.7569
666,0.1026
667,0.4028
668,0.8413
669,0.5091
670,0.5454
671,0.3032
672,0.8666
673,0.2536
674,0.6648
675,0.8802
676,0.3576
677,0.3418
678,0.2447
679,0.5924
680,0.034
681,0.4029
682,0.5027
683,0.2836
684,0.6116
685,0.6727
686,0.1946
687,0.1173
688,0.6831
689,0.1096
690,0.7281
691,0.6986
692,0.7059
693,0.5742
694,0.8207
695,0.2926
696,0.8021
697,0.8253
698,0.4521
699,0.9507
700,0.7723
701,0.3748
702,0.3114
703,0.8012
704,0.6081
705,0.7507
706,0.4265
707,0.5295
708,0.4602
709,0.8543
710,0.8393
711,0.0864
712,0.7943
713,0.443
714,0.5525
715,0.7682
716,0.6643
717,0.4404
718,0.9251
719,0.8326
720,0.5895
721,0.9459
722,0.7478
723,0.91
724,0.4921
725,0.4932
726,0.0181
727,0.3493
728,0.2512
729,0.0794
730,0.5871
731,0.7575
732,0.5144
733,0.8118
734,0.2847
735,0.2307
736,0.2898
737,0.1185
738,0.4965
739,0.9502
740,0.8605123809523809
741,0.7248
742,0.4297
743,0.2971
744,0.8745
745,0.6013
746,0.0741
747,0.3789
748,0.5838
749,0.804
750,0.5331
751,0.2459
752,0.5331
753,0.6962
754,0.6653
755,0.6837
756,0.5474
757,0.7931
758,0.5954
759,0.9898
760,0.7734
761,0.6407
762,0.5612
763,0.9184
764,0.916
765,0.6793
766,0.2868
767,0.4545
768,0.8123
769,0.5468
770,0.815
771,0.0312
772,0.4231
773,0.3266
774,0.318
775,0.8643
776,0.9855
777,0.3821
778,0.6338
779,0.2821
780,0.8922
781,0.82
782,0.7188
783,0.153
784,0.7529
785,0.0902
786,0.9362
787,0.72
788,0.4879
789,0.2364
790,0.1042
791,0.3254
792,0.0956
793,0.2879
794,0.2436
795,0.662
796,0.7497
797,0.8232
798,0.4333
799,0.6237
800,0.9738
801,0.2212
802,0.6598
803,0.6835
804,0.9087
805,0.7749
806,0.4663
807,0.3614
808,0.1488
809,0.3422
810,0.3446
811,0.736
812,0.5911
813,0.5991
814,0.9562
815,0.2016
816,0.7332
817,0.1373
818,0.8422
819,0.6004
820,0.8374
821,0.0259
822,0.7191
823,0.0051
824,0.2886
825,0.6325
826,0.9073
827,0.5681
828,0.8652
829,0.7161
830,0.9375
831,0.7691
832,0.9319
833,0.3347
834,0.8659
835,0.2747
836,0.7546
837,0.8352
838,0.2444
839,0.6075
840,0.5868
841,0.6473
842,0.1039
843,0.1022
844,0.3422
845,0.9057
846,0.6552
847,0.802
848,0.5375
849,0.3644
850,0.3352
851,0.8364
852,0.9748
853,0.9868
854,0.1607
855,0.7933
856,0.5286
857,0.5684
858,0.8856
859,0.2
860,0.1341
861,0.749
862,0.728
863,0.7419
864,0.7206
865,0.3811
866,0.2724
867,0.7865
868,0.6791
869,0.8036
870,0.6119
871,0.4534
872,0.5261
873,0.8189
874,0.4304
875,0.7048
876,0.4987
877,0.4484
878,0.9367
879,0.8562
880,0.3644
881,0.5653
882,0.5732
883,0.9054
884,0.1063
885,0.1063
886,0.1543
887,0.4651
888,0.8065
889,0.1652
890,0.2229
891,0.3026
892,0.3364
893,0.9588
894,0.4788
895,0.7604
896,0.6395
897,0.725
898,0.553
899,0.1354
900,0.8728
901,0.0083
902,0.5791
903,0.2367
904,0.9608
905,0.9857
906,0.4579
907,0.3254
908,0.6414
909,0.9745
910,0.3194
911,0.3834
912,0.7026
913,0.8713
914,0.3244
915,0.8308
916,0.437
917,0.2754
918,0.436
919,0.604
920,0.0616
921,0.3134
922,0.8658
923,0.1465
924,0.4637
925,0.972
926,0.6544
927,0.302
928,0.0599
929,0.0309
930,0.7956
931,0.1359
932,0.2494
933,0.0843
934,0.8544
935,0.6461
936,0.2264
937,0.9595
938,0.5386
939,0.9948
940,0.288
941,0.7489
942,0.3155
943,0.0207
944,0.3452
945,0.4656
946,0.5559
947,0.361
948,0.6904
949,0.2198
950,0.5839
951,0.8714
952,0.2238
953,0.2506
954,0.0923
955,0.1908
956,0.1823
957,0.8118
958,0.4038
959,0.4268
960,0.292
961,0.4867
962,0.6773
963,0.6008
964,0.661
965,0.0757
966,0.7437
967,0.3458
968,0.7158
969,0.3941
970,0.1238
971,0.3332
972,0.3785
973,0.934
974,0.8641
975,0.7758
976,0.6697
977,0.928
978,0.2489
979,0.8528
980,0.3189
981,0.3443
982,0.1526
983,0.7751
984,0.8761
985,0.3273
986,0.1225
987,0.6477
988,0.7593
989,0.2011
990,0.4857
991,0.8068
992,0.2223
993,0.8227
994,0.2066
995,0.2975
996,0.7695
997,0.4089
998,0.2598
999,0.6135
1000,0.5052
1001,0.1542
1002,0.8851
1003,0.9491
1004,0.462
1005,0.711
1006,0.139
1007,0.649
1008,0.895
1009,0.5361
1010,0.2359
1011,0.6812
1012,0.3237
1013,0.32
1014,0.318
1015,0.277
1016,0.7999
1017,0.4015
1018,0.88
1019,0.7332
1020,0.4045
1021,0.5057
1022,0.4434
1023,0.6958
1024,0.7366
1025,0.7093
1026,0.4441
1027,0.3428
1028,0.3421
1029,0.8929
1030,0.9602
1031,0.626
1032,0.449
1033,0.7945
1034,0.1994
1035,0.7164
1036,0.4471
1037,0.6516
1038,0.6256
1039,0.3819
1040,0.3637
1041,0.3703
1042,0.8668
1043,0.9194
1044,0.3589
1045,0.4431
1046,0.948
1047,0.9428
1048,0.5537
1049,0.3549
1050,0.9229
1051,0.2546
1052,0.4468
1053,0.9563
1054,0.7679
1055,0.7949
1056,0.9361
1057,0.1542
1058,0.845
1059,0.2008
1060,0.405
1061,0.3678
1062,0.3077
1063,0.9088
1064,0.2778
1065,0.5384
1066,0.5682
1067,0.6099
1068,0.7729
1069,0.44
1070,0.3795
1071,0.4708
1072,0.8441
1073,0.994
1074,0.9102
1075,0.5985
1076,0.5633
1077,0.9058
1078,0.3761
1079,0.7894
1080,0.9012
1081,0.4715
1082,0.501
1083,0.5117
1084,0.8605
1085,0.1997
1086,0.4387
1087,0.1536
1088,0.9731
1089,0.9048
1090,0.2277
1091,0.6385
1092,0.9614
1093,0.8593
1094,0.9289
1095,0.95
1096,0.5411
1097,0.7943
1098,0.4254
1099,0.3297
1100,0.9529
1101,0.0493
1102,0.682
1103,0.9227
1104,0.5041
1105,0.3021
1106,0.7911
1107,0.3574
1108,0.3576
1109,0.1039
1110,0.7143
1111,0.1698
1112,0.8741
1113,0.8041
1114,0.1973
1115,0.6807
1116,0.0749
1117,0.7443
1118,0.1501
1119,0.2001
1120,0.234
1121,0.5959
1122,0.3397
1123,0.6247
1124,0.3701
1125,0.165
1126,0.9682
1127,0.1838
1128,0.5968
1129,0.3832
1130,0.1487
1131,0.2361
1132,0.5777
1133,0.9137
1134,0.813
1135,0.3705
1136,0.1508
1137,0.6378
1138,0.5099
1139,0.6221
1140,0.4445
1141,0.5112
1142,0.3497
1143,0.3582
1144,0.5291
1145,0.6382
1146,0.9909
1147,0.7948
1148,0.2186
1149,0.699
1150,0.9808
1151,0.5973
1152,0.4786
1153,0.3323
1154,0.7098
1155,0.8818
1156,0.8303
1157,0.0686
1158,0.2799
1159,0.0236
1160,0.7838
1161,0.4542
1162,0.6498
1163,0.8636
1164,0.2508
1165,0.7006
1166,0.3762
1167,0.8736
1168,0.0394
1169,0.966
1170,0.1381
1171,0.9463
1172,0.659
1173,0.2046
1174,0.6028
1175,0.8827
1176,0.1092
1177,0.5817
1178,0.6402
1179,0.4139
1180,0.1923
1181,0.9368
1182,0.8766
1183,0.8879
1184,0.0928
1185,0.7608
1186,0.2458
1187,0.3978
1188,0.1838
1189,0.9705
1190,0.4216
1191,0.2314
1192,0.5664
1193,0.9504
1194,0.2975
1195,0.6884
1196,0.0613
1197,0.9032
1198,0.9124
1199,0.9681
1200,0.4507
1201,0.8775
1202,0.58
1203,0.9624
1204,0.4644
1205,0.3997
1206,0.8536
1207,0.4152
1208,0.7664
1209,0.0978
1210,0.9395
1211,0.1846
1212,0.7209
1213,0.1154
1214,0.5392
1215,0.6467
1216,0.6347
1217,0.2919
1218,0.7135
1219,0.5626
1220,0.4636
1221,0.6223
1222,0.9088
1223,0.4811
1224,0.4643
1225,0.7373
1226,0.2459
1227,0.9628
1228,0.8097
1229,0.9041
1230,0.5353
1231,0.8441
1232,0.6674
1233,0.9127
1234,0.3521
1235,0.4299
1236,0.5679
1237,0.2405
1238,0.7698
1239,0.7539
1240,0.271
1241,0.9184
1242,0.221
1243,0.1597
1244,0.057
1245,0.6768
1246,0.2774
1247,0.0738
1248,0.1633
1249,0.859
1250,0.5929
1251,0.2185
1252,0.4126
1253,0.6666
1254,0.4003
1255,0.5666
1256,0.2292
1257,0.6739
1258,0.5882
1259,0.8113
1260,0.8589
1261,0.8986
1262,0.9586
1263,0.4989
1264,0.562
1265,0.9575
1266,0.8945
1267,0.9139
1268,0.7174
1269,0.1252
1270,0.3349
1271,0.2382
1272,0.9501
1273,0.812
1274,0.7492
1275,0.7228
1276,0.5341
1277,0.9471
1278,0.8791
1279,0.8121
1280,0.718
1281,0.8946
1282,0.8136
1283,0.6432
1284,0.2077
1285,0.5594
1286,0.5961
1287,0.4807
1288,0.3039
1289,0.6779
1290,0.8995
1291,0.9138
1292,0.2557
1293,0.07
1294,0.8067
1295,0.6343
1296,0.3161
1297,0.0505
1298,0.6653
1299,0.9189
1300,0.2513
1301,0.3434
1302,0.0868
1303,0.8528
1304,0.5724
1305,0.2848
1306,0.7884
1307,0.8616
1308,0.6777
1309,0.7947
1310,0.824
1311,0.6471
1312,0.8297
1313,0.4742
1314,0.7673
1315,0.3535
1316,0.8656
1317,0.5395
1318,0.179
1319,0.0942
1320,0.2726
1321,0.6684
1322,0.3422
1323,0.1473
1324,0.7829
1325,0.414
1326,0.8863
1327,0.5417
1328,0.1072
1329,0.2764
1330,0.7748
1331,0.476
1332,0.4427
1333,0.8941
1334,0.5481
1335,0.7344
1336,0.5578
1337,0.345
1338,0.2897
1339,0.7141
1340,0.2033
1341,0.8653
1342,0.9775
1343,0.8324
1344,0.8093
1345,0.9306
1346,0.9965
1347,0.3424
1348,0.9658
1349,0.5918
1350,0.9108
1351,0.96
1352,0.3439
1353,0.6609
1354,0.938
1355,0.8029
1356,0.2624
1357,0.5894
1358,0.2732
1359,0.2695
1360,0.8281
1361,0.9577
1362,0.5027
1363,0.5054
1364,0.7338
1365,0.9007
1366,0.7982
1367,0.8712
1368,0.6845
1369,0.9511
1370,0.557
1371,0.7807
1372,0.4766
1373,0.9926
1374,0.0081
1375,0.4879
1376,0.3259
1377,0.9497
1378,0.5352
1379,0.2621
1380,0.3534
1381,0.758
1382,0.4626
1383,0.7267
1384,0.5438
1385,0.1081
1386,0.5122
1387,0.905
1388,0.6089
1389,0.1368
1390,0.7249
1391,0.6642
1392,0.498
1393,0.8746
1394,0.9072
1395,0.7109
1396,0.2968
1397,0.3171
1398,0.0974
1399,0.1781
1400,0.5806
1401,0.6274
1402,0.8601
1403,0.8164
1404,0.2094
1405,0.0908
1406,0.7671
1407,0.0846
1408,0.9082
1409,0.8068
1410,0.5422
1411,0.3076
1412,0.3355
1413,0.6869
1414,0.7701
1415,0.5946
1416,0.2923
1417,0.4102
1418,0.6796
1419,0.3841
1420,0.8925
1421,0.0993
1422,0.8487
1423,0.8412
1424,0.3435
1425,0.5379
1426,0.4727
1427,0.0755
1428,0.1183
1429,0.2993
1430,0.7096
1431,0.5757
1432,0.5277
1433,0.0588
1434,0.3612
1435,0.4593
1436,0.3306
1437,0.2143
1438,0.9779
1439,0.1317
1440,0.8822
1441,0.7825
1442,0.3189
1443,0.4168
1444,0.2949
1445,0.2155
1446,0.3525
1447,0.1511
1448,0.3271
1449,0.7928
1450,0.6729
1451,0.7728
1452,0.5951
1453,0.4173
1454,0.4295
1455,0.4689
1456,0.6576
1457,0.8349
1458,0.4823
1459,0.4554
1460,0.4267
1461,0.3743
1462,0.8015
1463,0.5945
1464,0.7728
1465,0.9003
1466,0.3846
1467,0.8866
1468,0.3383
1469,0.5008
1470,0.95
1471,0.7444
1472,0.49
1473,0.7331
1474,0.1805
1475,0.2497
1476,0.3358
1477,0.92
1478,0.259
1479,0.3897
1480,0.8902
1481,0.0306
1482,0.2668
1483,0.8281
1484,0.7046
1485,0.3329
1486,0.0897
1487,0.291
1488,0.2804
1489,0.335
1490,0.772
1491,0.7411
1492,0.3311
1493,0.7176
1494,0.4417
1495,0.6203
1496,0.9531
1497,0.3546
1498,0.9093
1499,0.1903
1500,0.7821
1501,0.1929
1502,0.3604
1503,0.5114
1504,0.5692
1505,0.6297
1506,0.0608
1507,0.2368
1508,0.8684
1509,0.8025
1510,0.4716
1511,0.9022
1512,0.6348
1513,0.9303
1514,0.6156
1515,0.0651
1516,0.0616
1517,0.1199
1518,0.6841
1519,0.4943
1520,0.1826
1521,0.2818
1522,0.9118
1523,0.2621
1524,0.0228
1525,0.9279
1526,0.005
1527,0.4591
1528,0.6383
1529,0.9457
1530,0.6215
1531,0.406
1532,0.6573
1533,0.6499
1534,0.3146
1535,0.7928
1536,0.5294
1537,0.1445
1538,0.3004
1539,0.8289
1540,0.9167
1541,0.5831
1542,0.8569
1543,0.0462
1544,0.7347
1545,0.7824
1546,0.8643
1547,0.6498
1548,0.8459
1549,0.6462
1550,0.5151
1551,0.918
1552,0.7707
1553,0.7565
1554,0.8401
1555,0.8563
1556,0.8469
1557,0.5036
1558,0.7949
1559,0.7624
1560,0.9823
1561,0.5312
1562,0.3351
1563,0.0797
1564,0.4249
1565,0.544
1566,0.4682
1567,0.7393
1568,0.3309
1569,0.91
1570,0.7427
1571,0.9907
1572,0.535
1573,0.892
1574,0.4439
1575,0.1055
1576,0.717
1577,0.8368
1578,0.8264
1579,0.7607
1580,0.6845
1581,0.8086
1582,0.4573
1583,0.8063
1584,0.9961
1585,0.5828
1586,0.184
1587,0.9009
1588,0.7958
1589,0.349
1590,0.0688
1591,0.0738
1592,0.7717
1593,0.9252
1594,0.2148
1595,0.6915
1596,0.7172
1597,0.6081
1598,0.814
1599,0.6238
1600,0.402
1601,0.8194
1602,0.3925
1603,0.1446
1604,0.7165
1605,0.1164
1606,0.2639
1607,0.8081
1608,0.1107
1609,0.7376
1610,0.8332
1611,0.7976
1612,0.7616
1613,0.8935
1614,0.3183
1615,0.5646
1616,0.2952
1617,0.2864
1618,0.5718
1619,0.9509
1620,0.9632
1621,0.2996
1622,0.6756
1623,0.7025
1624,0.8784
1625,0.7988
1626,0.2499
1627,0.0217
1628,0.284
1629,0.4649
1630,0.1609
1631,0.6078
1632,0.5372
1633,0.8919
1634,0.4302
1635,0.4152
1636,0.2812
1637,0.7687
1638,0.726
1639,0.2128
1640,0.7002
1641,0.4007
1642,0.8918
1643,0.6503
1644,0.2402
1645,0.9922
1646,0.221
1647,0.8692
1648,0.7566
1649,0.5336
1650,0.435
1651,0.88
1652,0.8927
1653,0.4769
1654,0.4496
1655,0.2489
1656,0.6802
1657,0.6174
1658,0.933
1659,0.364
1660,0.8322
1661,0.1777
1662,0.3218
1663,0.2795
1664,0.7079
1665,0.4731
1666,0.4723
1667,0.7687
1668,0.5017
1669,0.8921
1670,0.6454
1671,0.3275
1672,0.9725
1673,0.3367
1674,0.2424
1675,0.9138
1676,0.8314
1677,0.0814
1678,0.8519
1679,0.4796
1680,0.7946
1681,0.7451
1682,0.3044
1683,0.8773
1684,0.6245
1685,0.9072
1686,0.3527
1687,0.7686
1688,0.3909
1689,0.4017
1690,0.749
1691,0.5411
1692,0.155
1693,0.3395
1694,0.4738
1695,0.5487
1696,0.2375
1697,0.9264
1698,0.1168
1699,0.0547
1700,0.2552
1701,0.7621
1702,0.872
1703,0.2222
1704,0.7401
1705,0.2706
1706,0.3802
1707,0.6155
1708,0.016
1709,0.6914
1710,0.3566
1711,0.3629
1712,0.4889
1713,0.0953
1714,0.2054
1715,0.3164
1716,0.0748
1717,0.3931
1718,0.9684
1719,0.954
1720,0.5309
1721,0.1628
1722,0.1836
1723,0.4627
1724,0.4931
1725,0.412
1726,0.8391
1727,0.9458
1728,0.5202
1729,0.9301
1730,0.4752
1731,0.4476
1732,0.3647
1733,0.901
1734,0.7402
1735,0.6606
1736,0.9797
1737,0.1322
1738,0.8963
1739,0.8213
1740,0.9789
1741,0.7308
1742,0.7183
1743,0.7111
1744,0.464
1745,0.1463
1746,0.3662
1747,0.0916
1748,0.8556923809523811
1749,0.8813
1750,0.314
1751,0.7793
1752,0.7969
1753,0.3083
1754,0.3149
1755,0.1607
1756,0.966
1757,0.5291
1758,0.1183
1759,0.5804
1760,0.7811
1761,0.7988
1762,0.9544
1763,0.3155
1764,0.5605
1765,0.8589
1766,0.926
1767,0.6677
1768,0.7131
1769,0.9595
1770,0.6992
1771,0.7173
1772,0.9766
1773,0.8221
1774,0.552
1775,0.3277
1776,0.8829
1777,0.0509
1778,0.7455
1779,0.1189
1780,0.5265
1781,0.7742
1782,0.6694
1783,0.257
1784,0.5985
1785,0.4182
1786,0.0249
1787,0.6346
1788,0.5105
1789,0.3179
1790,0.4229
1791,0.3659
1792,0.6535
1793,0.9116
1794,0.2219
1795,0.1466
1796,0.6323
1797,0.4826
1798,0.5017
1799,0.7254
1800,0.2643
1801,0.9658
1802,0.248
1803,0.1699
1804,0.4243
1805,0.8189
1806,0.5487
1807,0.4993
1808,0.2212
1809,0.787
1810,0.8412
1811,0.907
1812,0.3384
1813,0.7427
1814,0.523
1815,0.9626
1816,0.3069
1817,0.8423
1818,0.347
1819,0.5175
1820,0.3963
1821,0.424
1822,0.399
1823,0.915
1824,0.9205
1825,0.9867
1826,0.729
1827,0.5242
1828,0.9276
1829,0.7379
1830,0.8884
1831,0.4563
1832,0.2367
1833,0.4776
1834,0.5805
1835,0.7026
1836,0.4392
1837,0.4042
1838,0.1683
1839,0.9265
1840,0.5655
1841,0.1498
1842,0.7981
1843,0.6245
1844,0.3296
1845,0.7248
1846,0.2733
1847,0.7721
1848,0.5321
1849,0.4219
1850,0.5294
1851,0.9079
1852,0.1333
1853,0.8097
1854,0.8729
1855,0.6794
1856,0.8882
1857,0.2758
1858,0.1949
1859,0.3094
1860,0.9571
1861,0.6045
1862,0.2724
1863,0.7721
1864,0.9558
1865,0.439
1866,0.8077
1867,0.8703
1868,0.8437
1869,0.8241
1870,0.5484
1871,0.8241
1872,0.917
1873,0.5371
1874,0.2605
1875,0.378
1876,0.7111
1877,0.0417
1878,0.3414
1879,0.6743
1880,0.8288
1881,0.4014
1882,0.2505
1883,0.5081
1884,0.1854
1885,0.9186
1886,0.3116
1887,0.6969
1888,0.9639
1889,0.9305
1890,0.1244
1891,0.8069
1892,0.2768
1893,0.7678
1894,0.4151
